Age,Salary,Buy
41.45,143823.87,1
35.82,128546.04,1
56.07,137377.13,1
22.67,125874.5,1
38.69,79690.69,0
18.48,52732.5,0
37.68,68141.62,0
20.36,22630.71,0
22.99,88119.11,0
22.94,85657.51,0
45.27,88282.56,0
49.33,146624.06,1
42.5,138489.02,1
58.41,41022.66,0
33.74,67954.73,0
30.0,75114.3,0
54.48,66869.28,0
27.39,123804.48,1
58.46,88124.9,1
18.51,94372.98,0
58.73,130891.76,1
19.81,124770.66,0
55.43,37187.5,0
40.16,112808.9,1
59.7,76606.7,1
21.1,58304.36,0
41.26,26502.45,0
58.71,83342.44,1
39.97,66206.77,0
44.43,52696.7,0
47.22,110307.32,1
37.09,120033.1,1
44.36,51822.64,0
42.54,26428.17,0
55.85,130337.85,1
19.91,21294.77,0
29.8,141824.62,1
57.92,101590.58,1
55.39,61840.06,0
37.14,52042.13,0
44.05,21170.74,0
29.65,50611.28,0
25.9,37904.68,0
37.48,99581.61,0
32.84,41650.93,0
42.51,88721.88,0
21.26,96715.13,0
58.92,58745.42,0
59.42,24558.44,0
47.32,24843.0,0
40.52,23425.15,0
31.0,116086.21,1
52.18,61341.26,0
46.76,123519.02,1
24.83,76125.27,0
56.26,78889.75,0
52.55,86674.74,1
57.89,112694.09,1
48.48,55555.37,0
43.76,35806.36,0
35.57,92287.45,0
57.17,62507.09,0
54.37,77523.87,0
19.9,104103.07,0
19.11,84236.35,0
33.81,100636.25,0
52.04,90746.0,1
59.47,116173.53,1
24.32,111771.76,0
42.95,89444.69,0
34.0,108257.39,0
58.74,133562.75,1
53.37,76195.27,0
53.21,73659.2,0
37.69,119351.93,1
35.42,95732.0,0
29.48,29230.88,0
20.37,135974.56,1
54.32,24001.8,0
52.14,117291.53,1
59.99,118643.24,1
59.86,143904.44,1
41.33,27037.47,0
50.3,97591.39,1
57.68,75619.27,0
53.69,62982.28,0
28.39,31741.41,0
36.92,93145.04,0
23.42,82275.29,0
58.07,33592.08,0
43.46,99623.64,1
27.6,115933.91,0
46.21,119746.18,1
43.96,137698.51,1
33.04,73231.2,0
22.77,143899.46,1
46.21,132505.82,1
39.85,58545.2,0
50.44,40706.79,0
39.85,76600.62,0
53.79,72246.83,0
41.18,94843.51,0
41.56,95840.21,0
54.82,117498.31,1
34.95,86285.69,0
23.63,33626.94,0
19.21,131577.87,1
49.72,60269.4,0
44.05,146268.67,1
47.57,35321.81,0
26.94,144572.65,1
23.73,31831.53,0
18.61,50034.7,0
32.72,26055.39,0
42.78,111664.71,1
34.47,130538.84,1
36.37,76429.24,0
55.97,140707.87,1
32.63,96738.88,0
39.59,101900.93,0
50.91,129904.5,1
34.65,58584.03,0
44.13,66054.54,0
54.22,137773.75,1
57.88,137125.25,1
24.18,146942.76,1
56.92,137238.98,1
38.67,36558.36,0
28.85,127084.16,1
37.28,73279.0,0
59.16,148804.18,1
38.69,81396.53,0
31.81,91998.69,0
44.6,88870.74,0
28.09,61825.81,0
21.19,29752.87,0
23.41,136434.66,1
23.38,124347.86,1
24.38,38138.48,0
23.83,120979.88,0
44.92,101360.07,1
25.64,73188.69,0
32.52,53022.75,0
55.67,131764.74,1
37.91,111024.47,1
46.04,91206.19,0
25.24,99243.91,0
26.08,31838.6,0
19.72,81609.57,0
25.1,45181.04,0
29.7,47089.88,0
25.43,105969.52,0
21.73,138463.3,1
23.07,72488.36,0
37.35,47007.41,0
26.67,104337.1,0
33.3,133254.32,1
39.14,117281.44,1
47.0,132938.44,1
19.65,89752.11,0
51.58,117743.91,1
44.37,38208.39,0
21.43,65275.7,0
54.69,70641.39,0
56.68,86468.45,1
20.57,140779.93,1
29.63,133658.55,1
51.86,37488.31,0
49.43,42462.65,0
25.75,66493.27,0
26.79,57796.7,0
33.56,99920.22,0
38.35,137360.89,1
43.97,145097.9,1
33.49,104968.38,0
37.43,128960.7,1
49.39,88276.29,0
19.54,47082.5,0
28.6,88209.49,0
47.96,92160.74,1
55.6,116519.48,1
39.49,48584.79,0
40.35,67880.35,0
22.5,67323.57,0
36.79,144727.15,1
40.37,77712.84,0
28.18,118162.22,1
29.31,117605.48,1
33.85,54520.74,0
18.84,94343.06,0
31.53,136259.38,1
26.88,81775.7,0
31.75,142865.28,1
23.03,47879.57,0
55.4,29640.68,0
42.93,135889.0,1
46.52,130198.56,1
51.15,149036.68,1
38.93,108321.15,1
21.65,141769.43,1
40.56,127503.37,1
42.65,129775.42,1
49.31,93988.4,1
36.13,69707.4,0
23.36,141492.55,1
29.92,76175.23,0
33.25,90046.52,0
45.13,77994.86,0
41.97,93426.38,0
32.96,81165.66,0
59.43,26235.78,0
43.44,134666.26,1
27.96,77771.2,0
22.27,96562.67,0
24.42,38094.41,0
28.33,20440.42,0
24.75,51887.71,0
25.84,111596.18,0
29.97,32895.29,0
25.28,138155.37,1
55.66,47952.93,0
21.37,46597.17,0
40.03,43596.04,0
35.24,21817.62,0
59.26,120334.71,1
22.71,133754.49,1
34.71,99841.15,0
58.72,44466.0,0
54.35,57086.14,0
52.32,81870.47,0
28.83,144064.97,1
25.18,52155.68,0
46.08,115113.97,1
57.03,77128.27,0
41.38,58720.16,0
42.01,79269.07,0
29.76,29256.87,0
50.32,123829.36,1
25.86,51629.25,0
31.59,114303.58,1
35.87,28885.29,0
39.32,144162.81,1
28.18,45091.95,0
22.82,134756.47,1
43.65,125231.52,1
30.12,145821.79,1
42.41,82125.79,0
24.48,114561.65,0
38.21,68192.39,0
40.37,43967.87,0
20.18,77599.87,0
32.14,41547.37,0
23.65,147665.8,1
20.66,32512.04,0
59.58,96597.52,1
31.54,101440.3,0
52.01,89950.34,1
28.69,106084.17,0
46.62,35103.5,0
49.93,92152.41,1
43.02,57337.63,0
37.81,142222.89,1
35.3,119069.31,1
32.65,146426.88,1
57.04,24882.29,0
52.89,57067.31,0
58.53,45404.94,0
23.22,21450.1,0
48.7,51502.34,0
57.41,108240.88,1
25.61,50041.56,0
20.79,86170.45,0
49.13,135416.35,1
42.13,110188.53,1
53.36,71301.78,0
23.87,68420.96,0
51.4,79245.66,0
26.47,43015.39,0
24.87,102420.1,0
24.9,67339.87,0
52.21,130807.5,1
45.94,118351.85,1
39.97,99366.71,0
33.07,67346.29,0
54.84,47291.14,0
34.48,120899.74,1
52.3,83233.18,0
36.44,49217.5,0
33.83,45372.7,0
37.43,41502.12,0
30.66,121030.96,1
49.4,49768.33,0
39.11,88463.49,0
27.75,78701.03,0
55.78,95349.42,1
34.12,134030.14,1
40.83,132807.16,1
56.07,78639.89,0
44.22,21997.61,0
22.91,75437.69,0
57.47,98805.16,1
44.36,92509.42,0
32.07,104673.69,0
23.85,40029.85,0
51.35,104049.56,1
44.04,43744.71,0
40.41,117568.12,1
55.54,64081.39,0
51.12,112286.41,1
24.37,26222.53,0
31.09,73021.8,0
28.44,111654.49,0
49.25,49493.17,0
19.41,123387.32,0
41.94,102001.37,1
50.02,96383.03,1
54.82,65961.35,0
32.37,82718.69,0
52.49,97655.41,1
22.65,81420.07,0
53.55,110780.73,1
23.35,76380.6,0
34.69,46295.51,0
51.49,47811.39,0
24.3,20754.49,0
27.63,59124.5,0
48.33,117359.29,1
48.24,123241.15,1
44.93,46320.78,0
47.15,144675.72,1
40.79,85312.36,0
28.58,139207.24,1
32.52,111879.49,0
25.63,113916.34,0
56.15,31055.67,0
42.5,48598.85,0
34.84,21145.93,0
37.4,113096.59,1
57.79,64776.98,0
24.44,122264.83,0
42.62,64061.71,0
39.25,126513.39,1
43.68,36990.77,0
18.76,42538.51,0
54.63,64313.95,0
57.15,73103.36,0
41.74,65331.37,0
47.26,119274.11,1
56.74,32603.68,0
47.7,65658.21,0
24.41,128841.2,1
42.2,28683.62,0
43.48,142504.66,1
35.81,148221.19,1
48.93,31513.86,0
57.24,57865.43,0
56.87,68412.09,0
36.94,120930.88,1
22.76,97470.49,0
59.36,103767.54,1
53.23,118476.28,1
23.24,35337.27,0
56.68,128317.23,1
54.54,111730.57,1
39.79,95054.42,0
42.83,135665.59,1
34.76,111039.83,1
20.3,46221.0,0
32.08,75866.9,0
51.72,84225.57,0
18.19,27178.29,0
32.01,144102.88,1
34.72,36715.04,0
40.57,110669.96,1
56.63,85810.03,1
32.55,23332.19,0
32.57,140217.17,1
48.98,130738.79,1
36.99,88153.53,0
27.43,49762.5,0
37.0,35810.98,0
23.92,67241.02,0
25.41,53205.68,0
38.93,85869.86,0
35.59,145633.21,1
56.42,94743.95,1
33.22,135691.04,1
42.38,104614.25,1
44.56,81782.05,0
18.55,131098.98,1
45.87,81277.85,0
25.48,132921.66,1
58.36,57904.98,0
24.24,36745.7,0
35.41,131190.88,1
21.58,96363.97,0
59.87,135582.01,1
39.09,141917.54,1
43.01,26971.69,0
20.82,85126.01,0
49.5,68745.39,0
26.82,101361.59,0
55.72,123166.86,1
26.62,56476.73,0
26.01,92383.79,0
19.54,112134.72,0
37.83,37476.04,0
41.72,125828.7,1
20.76,98794.25,0
50.57,143439.87,1
37.04,64138.76,0
40.02,34058.97,0
36.51,85845.16,0
34.83,31155.4,0
41.5,146038.45,1
24.52,25029.04,0
25.64,117955.51,0
54.19,88263.31,1
57.74,67920.68,0
33.68,28559.48,0
29.37,100881.7,0
45.05,96078.64,1
35.17,56514.83,0
19.07,138328.82,1
24.56,59534.3,0
48.07,78464.3,0
45.67,90689.12,0
19.14,33030.14,0
27.32,141181.02,1
27.71,68689.7,0
46.22,30501.3,0
18.83,70347.85,0
22.37,98026.33,0
51.6,86774.85,0
25.5,110290.46,0
45.42,27212.91,0
28.0,56990.28,0
22.18,126499.97,1
28.21,30386.18,0
48.34,131213.17,1
53.94,31946.49,0
52.87,128479.05,1
34.68,66902.49,0
46.06,99587.18,1
26.61,39875.33,0
30.31,28601.93,0
55.65,48071.97,0
18.55,36621.0,0
21.59,60612.77,0
26.73,86869.82,0
19.11,96538.73,0
25.62,122682.85,1
42.49,105311.19,1
35.7,99138.58,0
55.49,73531.66,0
52.33,81595.1,0
32.36,73887.71,0
28.9,129481.58,1
33.95,49900.06,0
42.79,20743.72,0
29.26,104671.59,0
44.21,46320.08,0
35.2,135714.97,1
41.19,131676.02,1
36.32,29974.56,0
30.37,33830.49,0
57.84,84372.31,1
50.07,99198.95,1
23.88,55738.08,0
54.48,113183.7,1
38.47,97339.08,0
55.57,62227.13,0
51.59,23298.29,0
35.86,117519.54,1
18.94,47917.98,0
29.28,128481.59,1
40.75,74637.73,0
44.61,95020.07,0
28.83,133483.33,1
23.85,132270.99,1
53.07,68297.54,0
59.34,47155.56,0
40.08,120768.99,1
25.21,76300.43,0
29.44,44965.46,0
18.77,137575.29,1
56.4,45753.55,0
22.95,23354.93,0
42.21,22636.4,0
29.51,100901.0,0
41.28,106017.76,1
45.36,60435.42,0
52.85,61601.43,0
26.67,64134.21,0
18.46,108420.61,0
23.75,27557.39,0
55.8,140785.13,1
54.7,48927.74,0
43.09,149957.52,1
43.22,42297.95,0
45.93,120301.04,1
25.37,49043.63,0
56.41,30510.08,0
35.59,133741.33,1
34.09,131637.66,1
39.79,72464.15,0
19.97,111311.5,0
24.98,92418.57,0
49.0,130884.29,1
21.48,60957.28,0
43.33,88077.41,0
28.3,83098.41,0
34.35,66007.76,0
30.13,135889.16,1
32.94,41564.13,0
48.2,39436.12,0
30.48,94998.24,0
41.79,105474.25,1
37.99,45300.5,0
45.87,70793.27,0
57.35,143053.3,1
48.77,52060.26,0
27.03,106886.89,0
19.31,116219.42,0
29.02,78256.73,0
42.99,141878.38,1
20.16,115765.38,0
38.85,79530.2,0
43.07,94013.58,0
32.04,110039.75,0
50.38,96984.72,1
22.48,134230.69,1
21.16,66395.53,0
48.58,58985.15,0
38.81,47799.06,0
46.91,24911.79,0
36.26,25591.82,0
28.35,133107.18,1
52.4,108191.11,1
51.58,105869.21,1
47.18,99903.57,1
29.43,130398.49,1
42.79,82434.7,0
33.16,133153.41,1
21.85,66727.85,0
56.53,140471.98,1
23.75,110825.41,0
57.91,53433.03,0
36.73,93331.04,0
25.78,89293.97,0
40.76,37926.85,0
54.66,96861.58,1
48.75,60922.13,0
51.88,26805.34,0
45.67,143325.3,1
47.08,103393.75,1
53.67,133999.46,1
28.49,107887.28,0
38.56,66407.88,0
27.29,86649.45,0
59.48,107847.08,1
57.65,144832.8,1
19.66,52977.03,0
47.63,133747.02,1
56.86,140130.11,1
25.58,107154.02,0
41.85,141064.66,1
56.45,71724.22,0
19.43,143892.1,1
47.29,111361.77,1
30.49,25460.75,0
56.82,137893.47,1
58.78,82981.47,1
57.66,79842.51,1
37.92,93640.66,0
54.21,39419.99,0
53.47,80991.59,0
31.4,128046.54,1
52.81,22012.72,0
19.55,55479.23,0
43.04,20319.1,0
27.66,74042.47,0
23.06,114681.02,0
21.23,123840.34,0
47.24,142874.67,1
32.27,99105.6,0
48.44,53101.49,0
20.74,140139.23,1
31.24,120791.05,1
40.66,94675.7,0
51.21,110433.23,1
31.39,140161.13,1
44.29,112611.22,1
55.21,67888.69,0
43.87,112693.67,1
27.78,25236.16,0
19.02,70234.02,0
54.54,72821.99,0
18.89,41688.97,0
54.74,23001.11,0
40.22,37339.56,0
57.44,105100.79,1
51.55,124297.55,1
59.91,148466.45,1
32.73,65027.26,0
50.22,97919.3,1
34.88,141828.85,1
38.15,41715.43,0
44.36,113293.93,1
54.69,118147.24,1
59.33,31566.82,0
50.27,131962.42,1
35.55,125703.66,1
35.7,24342.39,0
48.98,31840.97,0
28.03,26386.5,0
22.64,63516.66,0
32.89,86207.57,0
30.06,89205.2,0
30.44,54796.68,0
27.81,138507.6,1
19.77,67874.16,0
18.75,25921.52,0
59.48,59029.52,0
35.97,89044.22,0
34.14,73068.84,0
46.55,55599.53,0
27.17,37072.02,0
57.9,126491.39,1
51.03,149498.88,1
21.76,62840.48,0
35.54,69610.74,0
54.92,100344.88,1
57.68,113397.39,1
37.63,70963.84,0
43.76,137640.84,1
25.02,92800.52,0
59.63,78550.71,1
27.73,104067.46,0
57.59,143864.5,1
45.29,123291.8,1
43.52,25201.71,0
39.53,63200.29,0
27.69,81170.81,0
25.41,60887.28,0
27.26,111024.38,0
25.83,127414.99,1
50.74,115074.86,1
32.71,148613.33,1
20.43,55431.19,0
58.7,133748.63,1
55.12,119660.95,1
56.97,67083.24,0
59.79,115436.19,1
25.3,33529.87,0
34.64,122613.35,1
49.85,89202.98,1
47.23,57997.72,0
24.46,105251.05,0
52.26,103410.6,1
27.43,47233.21,0
27.4,23951.66,0
40.55,76370.94,0
42.9,94036.54,0
42.36,133958.69,1
21.84,140668.18,1
54.85,88744.68,1
29.16,117994.45,1
23.44,77109.43,0
55.33,116990.68,1
58.14,46624.2,0
54.21,68238.42,0
52.0,102449.64,1
45.52,22360.54,0
41.14,113919.97,1
21.65,128619.62,1
35.16,71888.42,0
33.65,78232.51,0
28.91,130666.69,1
48.38,120835.1,1
38.83,57459.43,0
21.4,62116.89,0
27.25,108254.17,0
46.7,93215.75,0
21.2,41089.84,0
53.75,60290.89,0
38.8,136997.83,1
38.18,109462.68,1
42.88,148176.66,1
52.64,119711.63,1
32.61,142456.68,1
46.48,48104.51,0
41.76,120293.03,1
29.22,22628.28,0
54.9,107198.8,1
51.49,81006.7,0
45.65,65078.81,0
53.72,132112.57,1
54.43,131054.8,1
47.75,22899.22,0
53.15,99235.67,1
47.29,67818.19,0
46.57,74035.93,0
43.98,128165.3,1
49.61,60279.17,0
24.66,142596.35,1
55.0,43352.4,0
54.62,106153.92,1
19.23,107373.66,0
52.68,52785.37,0
23.41,62217.58,0
32.07,128523.8,1
49.23,119034.68,1
24.75,62782.46,0
52.35,89414.35,1
52.95,28018.44,0
39.31,47136.96,0
18.27,83156.67,0
30.06,31176.59,0
43.91,129633.21,1
59.21,113340.81,1
44.54,142672.38,1
28.91,110150.7,0
44.63,142252.18,1
40.68,92086.63,0
50.75,98028.42,1
22.49,147006.24,1
49.96,103476.79,1
40.73,24002.25,0
58.45,114094.36,1
32.36,137710.93,1
44.57,123425.43,1
57.15,95898.33,1
22.31,107269.46,0
57.36,148724.93,1
46.89,31786.07,0
20.85,106741.83,0
30.64,56841.7,0
47.74,103211.75,1
20.83,98991.06,0
42.45,39949.39,0
32.53,46877.06,0
44.08,100811.85,1
19.92,36669.89,0
54.6,54473.51,0
58.89,128581.92,1
58.69,62521.9,0
49.49,83447.82,0
23.46,142348.24,1
49.85,49529.38,0
19.03,70651.38,0
18.93,98839.51,0
31.59,118194.06,1
38.52,137214.94,1
50.36,139011.49,1
46.7,120963.21,1
36.73,49683.01,0
29.49,23225.21,0
59.88,69890.61,0
35.9,38401.35,0
36.96,112350.39,1
24.87,105946.98,0
51.38,25716.31,0
47.13,128757.19,1
27.27,52336.62,0
21.46,76189.52,0
46.58,106831.39,1
45.49,75824.44,0
29.48,77367.41,0
57.94,28531.64,0
24.34,72187.66,0
36.16,119430.23,1
57.63,138972.92,1
35.63,73754.63,0
44.82,75066.16,0
34.7,111341.52,1
29.52,142560.36,1
59.33,54717.92,0
35.19,77218.75,0
55.55,123476.52,1
27.66,99260.16,0
26.95,34376.22,0
19.31,101605.26,0
45.37,44277.02,0
33.48,86328.07,0
54.3,88783.42,1
37.87,133906.44,1
58.66,80124.26,1
25.79,56327.51,0
54.48,50025.63,0
50.62,133652.74,1
50.38,42231.41,0
53.48,75362.91,0
49.96,44332.5,0
44.3,120529.53,1
23.51,81668.44,0
19.37,65648.68,0
56.68,66942.95,0
43.9,130787.85,1
51.45,91990.61,1
38.22,113322.82,1
22.93,136615.01,1
23.26,137226.42,1
46.79,62706.18,0
36.07,143818.66,1
26.42,23233.86,0
38.65,68988.62,0
20.7,136453.85,1
42.44,55702.79,0
29.3,55500.59,0
51.5,59340.9,0
31.04,99600.74,0
37.12,76983.26,0
18.49,114475.53,0
21.04,136338.38,1
34.48,107645.92,0
38.16,46580.67,0
43.2,141248.65,1
30.25,54384.07,0
